Products,ADM2,1/1/2017,2/1/2017,3/1/2017,4/1/2017,5/1/2017,6/1/2017,7/1/2017,8/1/2017,9/1/2017,10/1/2017,11/1/2017,12/1/2017,1/1/2018,2/1/2018,3/1/2018,4/1/2018,5/1/2018,6/1/2018,7/1/2018,8/1/2018,9/1/2018,10/1/2018,11/1/2018,12/1/2018,1/1/2019,2/1/2019,3/1/2019,4/1/2019,5/1/2019,6/1/2019,7/1/2019,8/1/2019,9/1/2019,10/1/2019,11/1/2019,12/1/2019,1/1/2020,2/1/2020,3/1/2020,4/1/2020,5/1/2020,6/1/2020,7/1/2020,8/1/2020,9/1/2020,10/1/2020,11/1/2020,12/1/2020,1/1/2021,2/1/2021,3/1/2021
"Шингэн сүү, л",Алдархаан,"1,933.33","1,933.33","1,933.33","1,933.33","1,933.33","1,933.33","1,933.33","1,933.","1,933.33","1,933.","1,500.","2,000.","2,000.","2,000.","2,250.","2,500.","2,500.","2,200.","2,000.","2,000.","2,000.","2,000.","2,000.","2,500.","3,000.","3,000.","3,000.","3,000.","3,000.","3,000.","1,200.","1,200.","1,500.","1,833.","2,000.","2,000.","2,500.","3,000.","3,000.","3,000.",,"1,500.","3,500.","1,500.","1,500.",,,,,,
"Шингэн сүү, л",Баянтэс,"1,867.","1,866.67","1,866.67","1,866.67","1,866.67","1,866.67","1,000.","1,000.","1,000.","1,000.","1,500.","2,000.","2,000.","2,000.","2,500.","2,500.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","2,500.","1,600.","1,600.",,"2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","1,500.","1,500.","3,000.","3,167.","3,167.","2,667.","2,333.","2,333.","2,166.67","2,166.67","2,166.67","2,166.67","2,166.67","2,166.67","2,166.67","2,166.67","2,166.67"
"Шингэн сүү, л",Их-Уул,"1,867.","1,866.67","1,866.67","1,866.67","2,000.","2,000.","2,000.","2,000.","1,000.","1,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,500.","2,000.","1,000.","1,000.","1,000.","1,200.","1,200.","2,000.","2,500.","3,000.","3,000.","3,000.","2,500.","2,000.","2,000.","1,000.","1,000.","1,500.","1,500.","2,500.","3,500.","3,500.","3,500.","3,500.","3,500.","2,000.","1,833.","1,233.33","1,233.33","1,500.","1,500.","2,500.","3,000.","3,500.","3,500.","3,500."
"Шингэн сүү, л",Отгон,"1,867.","1,866.67","1,866.67","1,866.67","1,866.67","1,866.67","1,866.67","1,000.","1,866.67","1,500.","1,500.","2,000.","2,500.","2,933.33","3,000.","3,000.","1,750.","1,333.33","1,250.","1,250.","1,250.","1,333.33","1,667.","2,666.67","3,000.","3,000.","3,000.",,,,,,,"1,500.","2,000.","3,000.","3,000.","4,000.","4,000.","4,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","4,000.","4,000.","4,000.","4,000."
"Шингэн сүү, л",Тосонцэнгэл,"1,867.","1,866.67","1,866.67","1,866.67","1,866.67","1,000.","1,000.","1,066.67","1,000.","1,000.","2,000.","2,000.","2,233.","2,400.","2,400.","2,400.","2,400.","1,400.","1,133.33","1,133.33","1,300.","1,500.","1,800.","1,800.","2,600.","2,500.","2,500.","2,600.","2,500.","2,500.","1,000.","1,000.","1,000.","1,933.","2,000.","2,300.","3,000.","3,500.","3,500.","3,500.","2,500.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","3,000.","3,000.","3,333.33","3,333.33"
"Шингэн сүү, л",Тэлмэн,"2,000.","2,000.","2,000.","2,000.","2,000.","1,000.","1,000.","1,133.33","1,000.","1,000.","2,000.","2,000.","2,500.","2,500.","2,500.","2,166.67","2,166.67","2,166.67","2,166.67","2,166.67","2,166.67","2,166.67","2,167.","2,166.67","2,167.","2,166.67","2,166.67","2,167.","2,167.","2,167.","2,167.","2,167.","2,167.","1,000.","2,000.","2,000.","2,833.","2,833.","3,000.","3,000.","3,000.","3,000.","1,000.","1,000.","1,000.","2,000.","2,000.","2,000.","3,000.","3,000.","3,000."
"Шингэн сүү, л",Тэс,"1,867.","1,866.67","1,866.67","1,866.67","1,866.67","1,866.67","1,866.67","1,133.33","1,000.","1,000.","1,000.","1,000.","2,800.","2,800.","2,800.","2,800.","1,600.","2,800.","1,600.","1,600.","1,600.","1,600.","1,600.","2,000.","2,833.","2,833.33","2,833.33","2,833.","2,500.","2,833.","1,833.","2,833.","1,833.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","1,833.","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33"
"Шингэн сүү, л",Баян-Уул,"1,500.","1,800.","1,800.","2,000.","2,000.","1,500.","1,500.","1,833.","1,933.33","2,000.","2,000.","2,500.","3,000.","3,000.","3,000.","3,000.","3,000.","3,000.","2,800.","2,500.","2,500.","3,000.","3,000.","3,233.33","3,233.","3,500.","3,500.","3,500.",,"2,000.","2,000.","2,000.","3,000.","3,000.","3,000.","3,250.","3,500.","3,500.","3,500.","3,500.","3,500.","3,500.","3,500.","3,500.","3,500.","3,500.","3,500.","3,250.","3,250.","3,500.","3,500."
"Шингэн сүү, л",Дэлгэр,"1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,867.","2,000.","2,000.","2,500.","2,500.","2,500.","2,500.","3,500.","3,500.","3,500.","3,000.","3,000.","2,167.","3,000.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Шингэн сүү, л",Халиун,"1,800.","2,000.","2,000.","2,300.","2,300.","2,300.","2,300.","2,300.","2,300.","2,300.","2,300.","2,400.","2,400.","2,400.","3,000.","3,000.","3,000.","3,000.","3,000.","3,000.","3,000.","3,000.","3,000.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Шингэн сүү, л",Хөхморьт,"2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","1,200.","1,567.","1,866.67","1,933.33","2,000.","2,433.33","2,433.","2,433.","2,433.","3,167.","3,167.","3,167.","3,000.","2,167.","2,166.67","2,166.67","3,000.","3,500.","3,500.","3,500.","3,500.","3,500.",,"3,000.","3,000.","3,000.","3,000.","3,000.","3,000.","3,500.","3,500.","3,500.","3,500.","3,500.",,,,,,,,,,,
"Шингэн сүү, л",Цогт,"1,500.","2,000.","2,000.","2,500.","2,500.","2,500.","1,500.","1,500.","1,800.","1,800.","2,000.","2,000.","2,333.","2,333.","2,333.","2,333.","3,500.","1,833.","1,833.","1,833.","2,000.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Шингэн сүү, л",Эрдэнэ,,,,,,,,,,,,,,,"3,333.","3,333.","3,333.","3,333.","2,833.","2,833.","2,667.","3,000.","3,333.33","3,500.","3,500.","3,500.","3,500.","3,333.","3,333.","3,333.","3,333.","3,333.","3,333.","3,333.","3,333.","3,333.","3,333.","3,500.","4,333.","3,833.","3,333.","3,333.","3,333.33","3,333.33","3,333.33","3,333.33","3,333.33","3,333.33","4,333.33","4,333.33","4,333.33"
"Шингэн сүү, л",Булган,"1,500.","2,000.","2,000.","2,000.","1,200.","1,200.","1,000.","1,200.","1,500.","1,500.","1,800.","1,800.","1,866.67","1,866.67","2,000.","1,816.67","1,816.67","1,200.","1,200.","1,200.","1,000.","1,500.","2,000.","2,500.","2,500.","3,000.","3,000.","2,500.","2,500.","2,500.","2,500.","1,000.","1,500.","2,000.","2,167.","2,167.","2,167.","2,500.","2,500.","2,000.","1,500.","1,500.","1,000.","1,000.","1,500.","1,500.","2,500.","2,750.","2,500.","2,600.","2,600."
"Шингэн сүү, л",Дэлүүн,"1,500.","1,600.","1,600.","2,000.","1,800.","1,000.","1,500.","1,500.","1,600.","1,600.","1,700.","1,700.","2,000.","2,200.","2,200.","2,300.","2,300.","1,800.","1,800.","1,800.","1,800.","2,000.","2,000.","2,000.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","1,500.","1,500.","1,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","1,800.","1,500.","1,800.","1,800.","1,800.","1,800.","2,500.","2,500.","2,500."
"Шингэн сүү, л",Ногооннуур,"1,500.","1,500.","1,500.","1,500.","1,500.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Шингэн сүү, л",Сагсай,"1,800.","2,000.","2,500.","2,500.","1,800.",800.,800.,"1,200.","1,200.","1,500.","1,500.","1,500.","1,800.","2,000.","2,000.","2,500.","2,000.","1,500.","2,000.","2,000.","1,000.","1,700.","1,700.","2,000.","2,000.","2,500.","2,000.","2,000.","2,000.","2,000.","1,500.","1,000.","1,000.","1,000.","2,000.","2,000.","2,000.","2,500.","2,500.","2,000.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","2,500.","2,500."
"Шингэн сүү, л",Улаанхус,"1,800.","2,000.","2,000.","2,000.","1,867.","1,500.","1,500.","1,500.","1,500.","1,500.","1,900.","2,250.","2,250.","2,250.","2,167.","2,167.","2,167.","1,933.","1,933.","1,700.","1,867.","1,867.","2,333.","2,333.","2,333.","2,333.33","2,333.33","2,333.","2,200.","1,733.","1,500.","1,500.","1,500.","1,500.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","3,000.","2,000.","2,000.","2,000.","2,000."
"Шингэн сүү, л",Цэнгэл,"1,500.","1,500.","1,500.","1,800.","1,800.","1,867.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.",,,"2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000."
"Шингэн сүү, л",Булган,"2,000.","2,000.","2,000.","1,000.","1,000.","1,000.","1,000.","1,000.","1,000.","1,000.","2,000.","2,000.","2,000.","2,500.","2,500.","1,000.","1,000.","1,000.","1,000.","1,000.","1,000.","1,000.","1,000.","1,000.","2,500.","2,500.","1,000.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","1,867.","1,867.","1,867.","2,233.","2,233.","2,233.","1,333.","1,000.","1,000.","1,000.","2,233.33","2,233.33","2,233.33","2,233.33","2,500.","2,233.33","2,233.33"
"Шингэн сүү, л",Зэрэг,"1,500.","1,500.","1,500.","1,000.","1,000.","1,000.","1,000.","1,433.","1,433.","1,433.","2,000.","2,500.","2,500.","2,500.","3,000.","3,000.","2,000.","2,000.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","2,500.","3,500.","3,500.","3,000.","3,500.","1,000.","1,000.","1,000.","1,000.","1,000.","2,500.","2,500.","3,000.","3,000.","2,500.","2,000.","2,000.","1,200.","1,000.","1,000.","1,000.","1,500.","2,000.","2,000.","2,500.","3,000.","3,000."
"Шингэн сүү, л",Манхан,"1,500.","1,500.","1,500.","1,500.","1,500.","1,133.","1,133.","1,300.","1,500.","1,500.","2,000.","2,000.","2,000.","2,500.","3,000.","3,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,500.","2,000.","2,000.","2,000.","2,000.",,,,,"2,500.",,,,,"2,500.","2,500.","2,333.","2,333.","1,500.","1,500.","1,500.","2,000.","2,000.","2,000.","2,500.","2,500.","2,500."
"Шингэн сүү, л",Мөст,,,,"2,000.","2,000.","1,500.","1,000.","1,000.","1,500.","1,800.","1,800.","2,500.","2,500.","2,500.","2,500.","2,500.","2,000.","2,000.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","3,500.","3,500.","3,500.","3,500.",,,,,,,,,,,,,,,,,,,,,,,
"Шингэн сүү, л",Мянгад,,,,,,,,"1,500.","1,400.","1,400.","2,000.","2,250.","2,250.","2,650.","2,250.","2,250.","2,250.","2,250.","1,933.33","1,933.33","1,933.33","2,000.","2,000.","2,000.","2,500.","2,500.","1,933.33","2,500.","2,500.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","1,200.","1,200.",,"2,000.","2,000.",,"2,800.","2,800."
"Шингэн сүү, л",Үенч,"1,500.","1,500.","1,500.","1,000.","1,000.","1,000.",933.,"1,000.","1,000.","1,000.","2,000.","2,000.","2,000.","2,500.","1,000.","2,000.","2,000.","2,000.","2,000.","1,000.","2,000.","2,000.","2,000.","2,000.","2,433.","2,366.67","1,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","1,500.","2,000.","2,500.","2,500.","2,500.","2,500.","2,000.","2,500.","2,000.","1,200.","1,500.","1,500.","2,000.","2,500.","2,500.","2,500.","2,500."
"Шингэн сүү, л",Ховд,"1,500.","1,500.","1,500.","1,500.","1,500.","1,000.","1,000.","1,000.","1,500.","1,500.","2,000.","2,000.","2,178.57","2,542.86","2,321.43","2,250.","1,892.86","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,500.","1,500.","2,500.","1,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","1,808.33","2,500.","2,500.","2,500.","3,000.","3,000."
"Шингэн сүү, л",Баруунтуруун,"1,800.","2,000.",,,,"1,200.","1,200.","1,000.","1,200.","1,200.","1,200.","1,200.","1,200.","2,000.","3,000.","3,000.","3,000.","3,000.",,,,,,,,"3,000.","3,000.","3,000.","3,000.","3,000.","3,000.","3,000.",,"3,000.","3,000.","2,200.","2,000.","2,100.","1,800.","1,800.","1,800.","1,800.","1,800.","1,000.","1,000.","1,000.","1,000.","1,500.","1,500.","2,000.","2,000."
"Шингэн сүү, л",Наранбулаг,"2,250.","2,300.",,,"2,000.",,,,,,,"2,000.","3,000.","2,500.","2,500.","2,250.","2,000.","1,500.","1,200.","1,000.","1,500.","1,500.","2,000.","2,500.","2,500.","2,500.","2,500.","2,550.","2,550.","2,000.","1,300.",,,,"1,900.","1,900.","1,900.","1,900.","1,900.","2,500.","1,800.","1,400.","1,100.","1,100.","1,100.","1,100.","2,000.","2,000.","2,500.","2,500.","2,500."
"Шингэн сүү, л",Өмнөговь,"2,233.","2,000.","2,000.","1,500.","1,500.","1,433.",900.,900.,"1,200.","1,500.","1,500.","1,500.","2,500.","2,933.33","2,266.67","2,000.","2,000.","1,500.","1,000.","1,000.","1,200.","1,200.","2,000.","2,500.","2,500.","2,500.","2,500.","2,500.",,,,,,,,"2,500.","2,767.","2,767.","2,500.","2,500.","2,500.","1,500.","1,000.","1,000.","1,000.","1,000.","1,000.","2,000.","2,500.","2,500.","2,500."
"Шингэн сүү, л",Өндөрхангай,"2,250.","2,000.",,,,"1,000.","1,000.","1,000.","1,000.","1,300.","1,500.",,"2,500.","3,167.","2,800.","2,333.",,,,,,,"1,500.","1,500.","1,500.","2,500.",,,,,,,,"1,500.",,"2,500.",,,,,,,,,,,,,,,
"Шингэн сүү, л",Тариалан,"1,500.","2,000.","2,000.","2,000.","2,000.",,,,,,"1,433.","1,600.","1,767.","2,000.","1,933.","1,500.","1,650.","1,650.",,,,,"1,766.67",,"2,500.",,"2,000.","1,800.","2,000.","1,000.","1,000.",,,,"2,000.","2,500.","2,500.","2,500.","2,200.","2,200.","2,200.","1,000.","1,000.","1,000.","1,000.","1,000.","1,500.","1,500.","1,800.","2,500.","2,500."
"Шингэн сүү, л",Тэс,,,,,,,"3,000.",,,,,,,"2,500.",,,"1,500.","1,000.","1,000.","1,000.","1,000.","1,000.","1,500.","1,800.","2,000.","2,000.",,,,,,,,,,,,,"1,800.",,"1,500.","1,500.","1,500.",,,,"1,500.","1,500.","2,000.","2,000.","2,000."
"Шингэн сүү, л",Хяргас,"2,500.","2,500.",,,,"1,000.","1,000.","1,000.","1,000.","1,000.","1,000.",,,,,,"1,650.",,"1,500.","1,200.","1,200.","1,200.",,,,"2,900.","2,900.",,,"1,500.",,,,"1,500.","2,000.","2,000.","2,000.","2,500.","2,000.","2,000.","2,000.",,,,,"1,000.","2,000.","2,000.","2,000.","2,000.","2,000."
"Шингэн сүү, л",Бат-Өлзий,"1,700.","2,000.","2,500.","1,500.","1,500.",,"1,150.","1,300.","1,500.","1,500.","1,000.","2,250.","3,000.","3,000.","2,000.","2,000.","2,000.","2,000.","1,000.","1,000.","1,400.","1,500.","1,900.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","1,500.","1,500.","1,500.","1,500.","1,833.","2,000.","2,500.","3,167.","3,167.","3,167.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,500.","3,500.",,"4,750.","4,750.","4,750."
"Шингэн сүү, л",Баян-Өндөр,,,,,"1,500.","1,500.",,,"1,600.","1,533.33","1,600.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Шингэн сүү, л",Богд,"1,683.","2,000.","2,000.","2,000.","1,500.",,"1,500.","1,500.","1,600.","1,500.","1,766.67","1,766.67","1,767.","1,767.","1,767.","1,767.","1,767.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.",,,,"3,000.","3,000.","3,500.","3,500.",,,,,
"Шингэн сүү, л",Зүүнбаян-Улаан,"1,750.","1,750.","1,700.","1,750.","1,500.",,"1,000.","1,200.","1,550.","1,450.","1,650.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","1,800.","2,000.","2,000.","2,000.","2,000.","2,000.","3,100.","2,000.","3,100.","3,100.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,750.","3,000.","3,000.","2,750.","2,500.","2,000.","2,000.","2,000.","3,000.","3,000.","3,500.","3,500.","3,500."
"Шингэн сүү, л",Уянга,"2,500.","2,500.","2,000.",,"1,500.","1,000.","1,000.","1,000.","1,600.","1,400.","1,600.","2,000.","1,800.","2,500.","2,333.","3,000.","2,333.","2,333.","1,800.","1,133.","1,600.","2,000.","2,500.","2,766.67","2,767.","2,933.33","2,766.67","2,700.","2,867.","1,400.","1,267.","1,267.","1,633.","2,000.","2,000.","2,000.","3,000.","3,000.","3,000.","3,000.","3,000.","2,500.","2,000.","2,000.","2,000.","2,000.","3,000.","3,000.","3,000.",,
"Шингэн сүү, л",Хархорин,"1,300.","1,300.","1,400.","1,750.","1,500.",,"1,000.","1,400.","1,600.","1,566.67","1,800.","1,500.","1,500.","1,500.","1,500.","1,800.","1,800.","2,000.","2,000.","1,500.","1,500.","1,500.","1,500.","2,000.","2,000.","2,933.33","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","2,000.","2,000.","2,000.","2,000.","2,000.","2,500.","2,500.","2,500.","2,500.","4,000.","4,750.","4,750."
"Шингэн сүү, л",Хужирт,"1,800.","2,000.","2,000.","2,000.","1,550.",,"1,500.","1,500.","1,700.","1,500.","1,800.","2,000.","2,000.","2,167.","3,000.",,"2,500.","1,600.","1,500.","1,500.","1,500.","1,600.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","1,300.","1,500.","1,500.","1,500.","2,000.","2,250.","2,500.","2,500.","2,500.","2,500.","2,750.","2,667.","2,500.","2,666.67","2,666.67","2,666.67","2,666.67","3,000.",,"3,500.","3,500.","3,500."
"Шингэн сүү, л",Рашаант,,,"2,200.","2,200.",,,,,,,,,,,,,,,"1,300.","1,300.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.",,,"1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.",,,,,,,,,,,,
"Шингэн сүү, л",Сэлэнгэ,"1,500.","1,600.","1,200.","1,000.","1,000.",800.,"1,000.",500.,800.,900.,"1,000.","1,200.","1,800.","1,867.","1,800.","1,500.","1,300.","1,300.",900.,800.,800.,800.,"1,000.","1,500.","1,800.","1,800.","1,000.","1,000.","1,000.",800.,600.,600.,800.,,"1,000.","1,200.","1,500.","1,800.","1,500.","1,500.","1,150.","1,300.",600.,600.,600.,"1,000.","1,500.","1,500.","1,500.","1,500.","1,500."
"Шингэн сүү, л",Тэшиг,"1,000.","1,200.","1,100.","1,200.","1,100.","1,000.","1,000.",800.,800.,"1,000.","1,000.","1,500.","1,000.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.",500.,500.,800.,800.,"1,500.","1,500.","1,800.","1,800.","1,000.","1,000.","1,000.","1,000.",800.,800.,800.,"1,200.","1,000.","1,000.","1,200.","1,367.","1,367.","1,367.","1,000.",800.,"1,000.","1,000.","1,000.","1,500.","1,800.","1,800.","1,500.","1,500."
"Шингэн сүү, л",Хангал,"1,000.","1,000.","1,000.","1,000.",,,,,,,,,,,,,"1,500.","1,500.","1,000.",800.,800.,,"1,500.","1,500.","1,800.","1,800.","1,800.",,,,,,,,,,,,,,"1,800.","1,800.","1,000.",600.,,,,,,,
"Шингэн сүү, л",Хутаг-Өндөр,,,,,,"1,000.","1,000.","1,000.","1,000.","1,000.","1,000.","1,000.","1,000.","1,000.","1,000.","1,000.","1,000.","1,000.","1,000.","1,000.","1,000.","1,000.","1,000.","1,000.","1,000.","1,000.","1,500.",,,,,,,,,,,,,,,"1,400.","1,400.","1,400.","1,400.","1,400.","1,400.","1,400.","1,400.","1,400.","1,400."
"Шингэн сүү, л",Бууцагаан,"2,000.","2,500.",,,,"1,500.","1,500.","1,500.","1,500.","1,800.","3,000.","3,000.","3,000.",,,,,,,"2,500.",,"3,000.","3,000.","3,500.",,,,,,,"2,250.","2,250.","2,250.","2,250.",,,,,,,,,,,,,,,,,
"Шингэн сүү, л",Галуут,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000.","3,000.","3,000.","3,000.","3,000.",,,,"2,000.","3,000.","5,000.","5,000."
"Шингэн сүү, л",Жинст,,,,,,,,,,"2,000.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Шингэн сүү, л",Өлзийт,,,,,,,,,,,,"3,000.","3,000.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Шингэн сүү, л",Эрдэнэцогт,"1,900.","1,900.",,,,,"1,000.","1,000.","1,000.","1,500.","1,800.",,,,,"3,000.","3,000.","2,000.","2,500.","2,500.",,0.,833.,833.,,"2,500.",,,,,,"2,500.","2,500.","2,500.",,,,,,,,"2,500.","2,500.","2,500.","2,500.",,,,,,
"Шингэн сүү, л",Жаргалант,"1,500.","1,500.","1,500.","1,800.","1,800.",966.67,966.67,"1,000.","1,133.33","1,133.33","1,133.33","1,500.","1,133.33","1,133.33",,,"2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,250.","2,250.","2,250.","2,250.",,,,,,,,,,,,,,,,,,,,,,,,,
"Шингэн сүү, л",Ихтамир,"1,000.","1,000.","1,000.","1,866.67","1,866.67","1,000.","1,000.","1,000.","1,000.","1,000.","1,533.33","1,533.33","2,500.","2,500.","2,500.","2,500.","2,500.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Шингэн сүү, л",Өндөр-Улаан,"1,366.67","1,366.67","1,366.67","1,366.67","1,366.67","1,000.","1,000.","1,000.","1,200.","1,200.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.",,,,,,,,,,,,,,"2,000.","2,500.","2,500.","2,500.","2,500.",,,,,,"2,000.",,,,,,
